Summary of Visitor Statistics: 2019 vs. 2018,,,,,,,,,,
,,,,,,,,,,
Visitor arrivals by air,"10,243,165 ","9,761,448 ",4.9   ,,,,,,,
U.S. West,"4,595,319 ","4,203,894 ",9.3   ,,,,,,,
U.S. East,"2,276,520 ","2,173,458 ",4.7   ,,,,,,,
Japan,"1,576,205 ","1,489,778 ",5.8   ,,,,,,,
Canada,"540,103 ","548,702 ",-1.6   ,,,,,,,
Europe,"137,908 ","144,953 ",-4.9   ,,,,,,,
Oceania,"363,551 ","415,764 ",-12.6   ,,,,,,,
Other Asia,"354,680 ","379,925 ",-6.6   ,,,,,,,
Latin America,"25,344 ","27,778 ",-8.8   ,,,,,,,
Other,"373,534 ","377,196 ",-1.0   ,,,,,,,
Visitor arrivals by cruise ships,"143,508 ","127,397 ",12.6   ,,,,,,,
,,,,,,,,,,
AVERAGE LENGTH OF STAY (days),8.70 ,8.93 ,-2.6   ,,,,,,,
Visitor arrivals of stay by air,8.76 ,8.99 ,-2.6   ,,,,,,,
U.S. West,8.65 ,8.91 ,-3.0   ,,,,,,,
U.S. East,9.68 ,9.92 ,-2.4   ,,,,,,,
Japan,5.90 ,5.97 ,-1.1   ,,,,,,,
Canada,12.14 ,12.29 ,-1.3   ,,,,,,,
Europe,12.91 ,13.12 ,-1.6   ,,,,,,,
Oceania,9.41 ,9.65 ,-2.5   ,,,,,,,
Other Asia,7.84 ,7.66 ,2.4   ,,,,,,,
Latin America,10.92 ,10.65 ,2.6   ,,,,,,,
Other,10.13 ,10.43 ,-2.9   ,,,,,,,
Visitor arrivals of stay by cruise ships,4.66 ,4.40 ,6.0   ,,,,,,,
,,,,,,,,,,
PER PERSON PER DAY SPENDING ($),196.1 ,198.3 ,-1.1   ,,,,,,,
Visitor arrivals by air,196.9 ,199.1 ,-1.1   ,,,,,,,
U.S. West,174.9 ,175.8 ,-0.5   ,,,,,,,
U.S. East,212.6 ,210.2 ,1.2   ,,,,,,,
Japan,241.6 ,241.2 ,0.2   ,,,,,,,
Canada,165.0 ,164.4 ,0.4   ,,,,,,,
Europe,150.6 ,171.5 ,-12.2   ,,,,,,,
Oceania,261.7 ,260.4 ,0.5   ,,,,,,,
Other Asia,293.6 ,309.2 ,-5.0   ,,,,,,,
Latin America,233.7 ,240.6 ,-2.9   ,,,,,,,
Other,171.0 ,190.7 ,-10.3   ,,,,,,,
Visitor arrivals by cruise ships,87.3 ,80.9 ,8.0   ,,,,,,,
,,,,,,,,,,
PER PERSON PER TRIP SPENDING ($),"1,705.7 ","1,770.6 ",-3.7   ,,,,,,,
Visitor arrivals by air,"1,723.9 ","1,789.1 ",-3.6   ,,,,,,,
U.S. West,"1,512.8 ","1,567.2 ",-3.5   ,,,,,,,
U.S. East,"2,057.6 ","2,084.2 ",-1.3   ,,,,,,,
Japan,"1,426.4 ","1,439.6 ",-0.9   ,,,,,,,
Canada,"2,002.4 ","2,020.3 ",-0.9   ,,,,,,,
Europe,"1,943.9 ","2,251.2 ",-13.7   ,,,,,,,
Oceania,"2,462.1 ","2,514.0 ",-2.1   ,,,,,,,
Other Asia,"2,302.6 ","2,368.2 ",-2.8   ,,,,,,,
Latin America,"2,552.4 ","2,562.6 ",-0.4   ,,,,,,,
Other,"1,732.4 ","1,989.2 ",-12.9   ,,,,,,,
Visitor arrivals by cruise ships,406.7 ,355.5 ,14.4   ,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
ISLAND (Air & Ship),2019,2018,(%) Change,,,,,,,
,,,,,,,,,,
"TOTAL EXPENDITURES ($mil, AIR + SHIP)","17,716.1 ","17,509.7 ",1.2   ,,,,,,,
Total by air,"17,657.7 ","17,464.4 ",1.1   ,,,,,,,
     O'ahu,"8,139.8 ","7,969.1 ",2.1   ,,,,,,,
     Maui,"5,128.0 ","5,002.3 ",2.5   ,,,,,,,
     Moloka'i,36.0 ,40.8 ,-11.6   ,,,,,,,
     Lāna'i,128.9 ,109.2 ,18.1   ,,,,,,,
     Kaua'i,"1,909.0 ","1,994.1 ",-4.3   ,,,,,,,
     Hawai'i Island,"2,315.9 ","2,349.0 ",-1.4   ,,,,,,,
Visitor arrivals by cruise ships,58.4 ,45.3 ,28.9   ,,,,,,,
,,,,,,,,,,
TOTAL VISITOR DAYS,"90,360,946 ","88,284,715 ",2.4   ,,,,,,,
Total by air,"89,692,422 ","87,724,599 ",2.2   ,,,,,,,
     O'ahu,"41,827,689 ","40,478,710 ",3.3   ,,,,,,,
     Maui,"24,222,598 ","23,532,681 ",2.9   ,,,,,,,
     Moloka'i,"285,966 ","284,608 ",0.5   ,,,,,,,
     Lāna'i,"269,328 ","255,989 ",5.2   ,,,,,,,
     Kaua'i,"10,108,788 ","10,388,952 ",-2.7   ,,,,,,,
     Hawai'i Island,"12,978,052 ","12,783,660 ",1.5   ,,,,,,,
Visitor arrivals by cruise ships,"668,524 ","560,115 ",19.4   ,,,,,,,
,,,,,,,,,,
VISITOR ARRIVALS,"10,386,673 ","9,888,845 ",5.0   ,,,,,,,
Total by air,"10,243,165 ","9,761,448 ",4.9   ,,,,,,,
     O'ahu,"6,154,248 ","5,862,358 ",5.0   ,,,,,,,
     Maui,"3,059,905 ","2,914,912 ",5.0   ,,,,,,,
     Moloka'i,"63,035 ","58,885 ",7.0   ,,,,,,,
     Lāna'i,"84,103 ","75,010 ",12.1   ,,,,,,,
     Kaua'i,"1,370,029 ","1,389,300 ",-1.4   ,,,,,,,
     Hawai'i Island,"1,763,904 ","1,706,218 ",3.4   ,,,,,,,
Visitor arrivals by cruise ships,"143,508 ","127,397 ",12.6   ,,,,,,,
,,,,,,,,,,
AVERAGE LENGTH OF STAY,8.70 ,8.93 ,-2.6   ,,,,,,,
Total by air,8.76 ,8.99 ,-2.6   ,,,,,,,
     O'ahu,6.80 ,6.90 ,-1.6   ,,,,,,,
     Maui,7.92 ,8.07 ,-1.9   ,,,,,,,
     Moloka'i,4.54 ,4.83 ,-6.1   ,,,,,,,
     Lāna'i,3.20 ,3.41 ,-6.2   ,,,,,,,
     Kaua'i,7.38 ,7.48 ,-1.3   ,,,,,,,
     Hawai'i Island,7.36 ,7.49 ,-1.8   ,,,,,,,
Visitor arrivals by cruise ships,4.66 ,4.40 ,6.0   ,,,,,,,
,,,,,,,,,,
PER PERSON PER DAY SPENDING ($),196.1 ,198.3 ,-1.1   ,,,,,,,
Total by air,196.9 ,199.1 ,-1.1   ,,,,,,,
     O'ahu,194.6 ,196.9 ,-1.2   ,,,,,,,
     Maui,211.7 ,212.6 ,-0.4   ,,,,,,,
     Moloka'i,126.0 ,143.3 ,-12.1   ,,,,,,,
     Lāna'i,478.8 ,426.5 ,12.2   ,,,,,,,
     Kaua'i,188.8 ,191.9 ,-1.6   ,,,,,,,
     Hawai'i Island,178.4 ,183.7 ,-2.9   ,,,,,,,
Visitor arrivals by cruise ships,87.3 ,80.9 ,8.0   ,,,,,,,
,,,,,,,,,,
PER PERSON PER TRIP SPENDING ($),"1,705.7 ","1,770.6 ",-3.7   ,,,,,,,
Total by air,"1,723.9 ","1,789.1 ",-3.6   ,,,,,,,
     O'ahu,"1,322.6 ","1,359.4 ",-2.7   ,,,,,,,
     Maui,"1,675.9 ","1,716.1 ",-2.3   ,,,,,,,
     Moloka'i,571.5 ,692.4 ,-17.5   ,,,,,,,
     Lāna'i,"1,533.2 ","1,455.7 ",5.3   ,,,,,,,
     Kaua'i,"1,393.4 ","1,435.3 ",-2.9   ,,,,,,,
     Hawai'i Island,"1,312.9 ","1,376.7 ",-4.6   ,,,,,,,
Visitor arrivals by cruise ships,406.7 ,355.5 ,14.4   ,,,,,,,
,,,,,,,,,,
Note: Sums may not add up to total due to rounding.,,,,,,,,,,
Source: Hawai‘i Tourism Authority,,,,,,,,,,
